county,state,FIPS,GISJOIN,number,state_abbrev,region,pop2020,per_100,diff
George,Mississippi,28039,G2800390,0,MS,South,24350,0,0
Vermillion,Indiana,18165,G1801650,1,IN,Midwest,15439,6.477103439,3.081020673
Shiawassee,Michigan,26155,G2601550,2,MI,Midwest,68094,2.937116339,1.397123922
Dawson,Texas,48115,G4801150,0,TX,Southwest,12456,0,0
Rowan,Kentucky,21205,G2102050,2,KY,South,24662,8.109642365,3.8575848
Marion,Alabama,01093,G0100930,0,AL,South,29341,0,0
Ohio,Kentucky,21183,G2101830,0,KY,South,23772,0,0
Etowah,Alabama,01055,G0100550,1,AL,South,103436,0.966781391,0.459877394
Oconee,South Carolina,45073,G4500730,1,SC,South,78607,1.272151335,0.605135397
Kandiyohi,Minnesota,27067,G2700670,3,MN,Midwest,43732,6.859965243,3.263139909
Dunn,Wisconsin,55033,G5500330,1,WI,Midwest,45440,2.200704225,1.046828305
Taylor,Iowa,19173,G1901730,0,IA,Midwest,5896,0,0
Platte,Nebraska,31141,G3101410,0,NE,Midwest,34296,0,0
Boone,Iowa,19015,G1900150,1,IA,Midwest,26715,3.743215422,1.780568152
Jefferson,Ohio,39081,G3900810,3,OH,Midwest,65249,4.597771613,2.1870624
Eagle,Colorado,08037,G0800370,1,CO,Rockies,55731,1.794333495,0.853526371
Vanderburgh,Indiana,18163,G1801630,5,IN,Midwest,180136,2.775680597,1.320332365
Clayton,Iowa,19043,G1900430,1,IA,Midwest,17043,5.867511588,2.791050764
Morgan,Indiana,18109,G1801090,1,IN,Midwest,71780,1.393145723,0.66268986
De Witt,Illinois,17039,G1700390,0,IL,Midwest,15516,0,0
Payne,Oklahoma,40119,G4001190,3,OK,Southwest,81646,3.674399236,1.747833752
Wadena,Minnesota,27159,G2701590,0,MN,Midwest,14065,0,0
Nemaha,Kansas,20131,G2001310,0,KS,Midwest,10273,0,0
Owen,Indiana,18119,G1801190,1,IN,Midwest,21321,4.690211529,2.231034106
Belmont,Ohio,39013,G3900130,1,OH,Midwest,66497,1.50382724,0.71533871
Drew,Arkansas,05043,G0500430,0,AR,South,17350,0,0
Johnson,Arkansas,05071,G0500710,1,AR,South,25749,3.883645967,1.847367982
Grady,Georgia,13131,G1301310,0,GA,South,26236,0,0
Osceola,Iowa,19143,G1901430,0,IA,Midwest,6192,0,0
Jewell,Kansas,20089,G2000890,0,KS,Midwest,2932,0,0
Lee,Iowa,19111,G1901110,0,IA,Midwest,33555,0,0
Seneca,Ohio,39147,G3901470,1,OH,Midwest,55069,1.815903684,0.863786852
Emmet,Iowa,19063,G1900630,1,IA,Midwest,9388,10.65189604,5.06688093
Hawkins,Tennessee,47073,G4700730,0,TN,South,56721,0,0
Clarion,Pennsylvania,42031,G4200310,1,PA,North,37241,2.685212535,1.277298627
Macoupin,Illinois,17117,G1701170,2,IL,Midwest,44967,4.447706096,2.115679417
Knox,Maine,23013,G2300130,0,ME,North,40607,0,0
Macon,Illinois,17115,G1701150,3,IL,Midwest,103998,2.884670859,1.37217672
Sawyer,Wisconsin,55113,G5501130,0,WI,Midwest,18074,0,0
Walworth,Wisconsin,55127,G5501270,0,WI,Midwest,106478,0,0
Taylor,Texas,48441,G4804410,0,TX,Southwest,143208,0,0
Madison,Florida,12079,G1200790,0,FL,South,17968,0,0
Harrison,Texas,48203,G4802030,1,TX,Southwest,68839,1.452664914,0.691001876
Oregon,Missouri,29149,G2901490,0,MO,Midwest,8635,0,0
Edgar,Illinois,17045,G1700450,0,IL,Midwest,16866,0,0
Galveston,Texas,48167,G4801670,9,TX,Southwest,350682,2.566427704,1.220795204
Evans,Georgia,13109,G1301090,0,GA,South,10774,0,0
Walton,Florida,12131,G1201310,0,FL,South,75305,0,0
Walker,Georgia,13295,G1302950,0,GA,South,67654,0,0
Greene,Ohio,39057,G3900570,5,OH,Midwest,167966,2.976792922,1.415997231
Spencer,Indiana,18147,G1801470,0,IN,Midwest,19810,0,0
Horry,South Carolina,45051,G4500510,3,SC,South,351029,0.854630244,0.406529473
Morehouse,Louisiana,22067,G2200670,0,LA,South,25629,0,0
Sulphur,Oklahoma,NA,NA,0,OK,Southwest,NA,NA,NA
Boyd,Kentucky,21019,G2100190,2,KY,South,48261,4.144132944,1.97127611
Dickson,Tennessee,47043,G4700430,2,TN,South,54315,3.682224063,1.751555857
Ulster,New York,36111,G3601110,5,NY,North,181851,2.749503715,1.307880577
Rensselaer,New York,36083,G3600830,1,NY,North,161130,0.620616893,0.295214288
Oswego,New York,36075,G3600750,3,NY,North,117525,2.552648373,1.214240668
Howard,Missouri,29089,G2900890,0,MO,Midwest,10151,0,0
Gallia,Ohio,39053,G3900530,0,OH,Midwest,29220,0,0
Shannon,South Dakota,46113,G4601130,0,SD,Midwest,NA,NA,NA
Livingston,Kentucky,21139,G2101390,1,KY,South,8888,11.25112511,5.351921487
Williamson,Illinois,17199,G1701990,2,IL,Midwest,67153,2.978273495,1.416701508
Hampton (city),Virginia,51650,G5106500,6,VA,South,137148,4.374835944,2.081016632
White Pine,Nevada,32033,G3200330,0,NV,Rockies,9080,0,0
Mercer,New Jersey,34021,G3400210,4,NJ,North,387340,1.032684463,0.491226087
Bergen,New Jersey,34003,G3400030,13,NJ,North,955732,1.360213951,0.647024915
Warrick,Indiana,18173,G1801730,0,IN,Midwest,63898,0,0
Jefferson,New York,36045,G3600450,7,NY,North,116721,5.997207015,2.852744127
Jasper,Illinois,17079,G1700790,0,IL,Midwest,9287,0,0
Crawford,Kansas,20037,G2000370,1,KS,Midwest,38972,2.565944781,1.220565487
Aitkin,Minnesota,27001,G2700010,0,MN,Midwest,15697,0,0
Chenango,New York,36017,G3600170,0,NY,North,47220,0,0
Watauga,North Carolina,37189,G3701890,0,NC,South,54086,0,0
Fayette,West Virginia,54019,G5400190,1,WV,South,40488,2.469867615,1.174863618
Carbon,Pennsylvania,42025,G4200250,2,PA,North,64749,3.088850793,1.469300782
Blue Earth,Minnesota,27013,G2700130,0,MN,Midwest,69112,0,0
Delaware,Pennsylvania,42045,G4200450,4,PA,North,576830,0.693445209,0.329857172
Jackson,West Virginia,54035,G5400350,0,WV,South,27791,0,0
Cheboygan,Michigan,26031,G2600310,0,MI,Midwest,25579,0,0
Brevard,Florida,12009,G1200090,9,FL,South,606612,1.483650175,0.705740908
Lincoln,Georgia,13181,G1301810,0,GA,South,7690,0,0
Harrison,Missouri,29081,G2900810,0,MO,Midwest,8157,0,0
Henry,Illinois,17073,G1700730,3,IL,Midwest,49284,6.087168249,2.895536777
St Marys,Maryland,24037,G2400370,0,MD,South,113777,0,0
Fayette,Ohio,39047,G3900470,0,OH,Midwest,28951,0,0
Prince George's,Maryland,24033,G2400330,8,MD,South,967201,0.827129004,0.393447717
Oklahoma,Oklahoma,40109,G4001090,13,OK,Southwest,796292,1.632566948,0.776577457
Fillmore,Minnesota,27045,G2700450,0,MN,Midwest,21228,0,0
Sutter,California,06101,G0601010,1,CA,West,99633,1.003683519,0.477430953
Middlesex,New Jersey,34023,G3400230,6,NJ,North,863162,0.695118645,0.33065319
Mcduffie,Georgia,13189,G1301890,2,GA,South,21632,9.24556213,4.39791773
Charleston,South Carolina,45019,G4500190,4,SC,South,408235,0.979827795,0.466083292
Ritchie,West Virginia,54085,G5400850,0,WV,South,8444,0,0
Grand Forks,North Dakota,38035,G3800350,1,ND,Midwest,73170,1.366680333,0.650100836
Dawson,Montana,30021,G3000210,1,MT,Rockies,8940,11.18568233,5.320791742
Clearwater,Minnesota,27029,G2700290,0,MN,Midwest,8524,0,0
Marshall,Minnesota,27089,G2700890,0,MN,Midwest,9040,0,0
Missaukee,Michigan,26113,G2601130,0,MI,Midwest,15052,0,0
Arapahoe,Colorado,08005,G0800050,7,CO,Rockies,655070,1.06858809,0.508304681
Marathon,Wisconsin,55073,G5500730,2,WI,Midwest,138013,1.449138849,0.689324602
Twin Falls,Idaho,16083,G1600830,3,ID,Rockies,90046,3.3316305,1.584785937
Litchfield,Connecticut,09005,G0900050,4,CT,North,185186,2.159990496,1.027461648
Redwood,Minnesota,27127,G2701270,0,MN,Midwest,15425,0,0
Winnebago,Wisconsin,55139,G5501390,5,WI,Midwest,171730,2.911547196,1.384961223
Collier,Florida,12021,G1200210,6,FL,South,375752,1.596797888,0.759562874
Polk,Minnesota,27119,G2701190,2,MN,Midwest,31192,6.411900487,3.050005012
Dillon,South Carolina,45033,G4500330,1,SC,South,28292,3.534568076,1.681319036
Orangeburg,South Carolina,45075,G4500750,5,SC,South,84223,5.936620638,2.823924473
Aroostook,Maine,23003,G2300030,4,ME,North,67105,5.960807689,2.83542974
Van Buren,Michigan,26159,G2601590,4,MI,Midwest,75587,5.291915276,2.517251812
Lenoir,North Carolina,37107,G3701070,0,NC,South,55122,0,0
Mesa,Colorado,08077,G0800770,4,CO,Rockies,155703,2.568993533,1.222015714
Tyler,West Virginia,54095,G5400950,0,WV,South,8313,0,0
Monroe,Wisconsin,55081,G5500810,2,WI,Midwest,46274,4.322081514,2.055922469
Jefferson,Tennessee,47089,G4700890,1,TN,South,54683,1.828721906,0.869884208
Preston,West Virginia,54077,G5400770,1,WV,South,34216,2.922609306,1.390223234
Baldwin,Alabama,01003,G0100030,3,AL,South,231767,1.294403431,0.615720247
Tom Green,Texas,48451,G4804510,3,TX,Southwest,120003,2.499937502,1.189167225
Taylor,West Virginia,54091,G5400910,1,WV,South,16705,5.986231667,2.847523387
E Baton Rouge,Louisiana,22033,G2200330,0,LA,South,456781,0,0
Pierce,North Dakota,38069,G3800690,0,ND,Midwest,3990,0,0
Webster,West Virginia,54101,G5401010,0,WV,South,8378,0,0
Bay,Michigan,26017,G2600170,3,MI,Midwest,103856,2.888615005,1.374052867
Crawford,Pennsylvania,42039,G4200390,1,PA,North,83938,1.191355524,0.566702544
Champaign,Ohio,39021,G3900210,0,OH,Midwest,38714,0,0
Oxford,Maine,23017,G2300170,3,ME,North,57777,5.19237759,2.469903846
Greene,Pennsylvania,42059,G4200590,1,PA,North,35954,2.781331702,1.323020475
Douglas,South Dakota,46043,G4600430,0,SD,Midwest,2835,0,0
Rockingham,New Hampshire,33015,G3300150,7,NH,North,314176,2.228050519,1.059836357
Mcdowell,North Carolina,37111,G3701110,1,NC,South,44578,2.243259007,1.067070711
Cobb,Georgia,13067,G1300670,12,GA,South,766149,1.566274967,0.745043768
Richland,Louisiana,22083,G2200830,0,LA,South,20043,0,0
Yates,New York,36123,G3601230,0,NY,North,24774,0,0
Franklin,Massachusetts,25011,G2500110,0,MA,North,71029,0,0
Carroll,Maryland,24013,G2400130,5,MD,South,172891,2.891995535,1.375660913
Lincoln,Oregon,41041,G4100410,4,OR,West,50395,7.937295367,3.77560299
Valdez-cordova,Alaska,02261,NA,0,AK,West,NA,NA,NA
Newton,Indiana,18111,G1801110,0,IN,Midwest,13830,0,0
Osage,Missouri,29151,G2901510,0,MO,Midwest,13274,0,0
Caldwell,Kentucky,21033,G2100330,0,KY,South,12649,0,0
Clarendon,South Carolina,45027,G4500270,0,SC,South,31144,0,0
Macon,Tennessee,47111,G4701110,1,TN,South,25216,3.965736041,1.886416488
Cherokee,Oklahoma,40021,G4000210,0,OK,Southwest,47078,0,0
Rutland,Vermont,50021,G5000210,2,VT,North,60572,3.301855643,1.57062267
Mcleod,Minnesota,27085,G2700850,0,MN,Midwest,36771,0,0
Dakota,Minnesota,27037,G2700370,11,MN,Midwest,439882,2.500670634,1.189515961
New Castle,Delaware,10003,G1000030,8,DE,South,570719,1.401740611,0.666778266
Johnson,Tennessee,47091,G4700910,0,TN,South,17948,0,0
Douglas,Georgia,13097,G1300970,1,GA,South,144237,0.693303383,0.329789708
Winn,Louisiana,22127,G2201270,1,LA,South,13755,7.270083606,3.458224513
Crittenden,Kentucky,21055,G2100550,0,KY,South,8990,0,0
Kings,California,06031,G0600310,6,CA,West,152486,3.934787456,1.871694903
Saline,Illinois,17165,G1701650,0,IL,Midwest,23768,0,0
Big Horn,Montana,30003,G3000030,0,MT,Rockies,13124,0,0
Becker,Minnesota,27005,G2700050,1,MN,Midwest,35183,2.842281784,1.352013136
Yalobusha,Mississippi,28161,G2801610,0,MS,South,12481,0,0
Marshall,Oklahoma,40095,G4000950,3,OK,Southwest,15312,19.59247649,9.319725347
Cherokee,Alabama,01019,G0100190,0,AL,South,24971,0,0
Taney,Missouri,29213,G2902130,0,MO,Midwest,56066,0,0
Osage,Oklahoma,40113,G4001130,1,OK,Southwest,45818,2.182548343,1.038191937
Rutherford,Tennessee,47149,G4701490,5,TN,South,341486,1.464188869,0.696483577
Yakima,Washington,53077,G5300770,6,WA,West,256728,2.337103861,1.111710717
Fillmore,Nebraska,31059,G3100590,0,NE,Midwest,5551,0,0
Shelby,Ohio,39149,G3901490,0,OH,Midwest,48230,0,0
Morgan,Georgia,13211,G1302110,0,GA,South,20097,0,0
Henry,Tennessee,47079,G4700790,2,TN,South,32199,6.211373024,2.954618353
Lamar,Mississippi,28073,G2800730,0,MS,South,64222,0,0
Licking,Ohio,39089,G3900890,1,OH,Midwest,178519,0.560164464,0.26645835
Garden,Nebraska,31069,G3100690,0,NE,Midwest,1874,0,0
Taylor,Florida,12123,G1201230,0,FL,South,21796,0,0
Conway,Arkansas,05029,G0500290,0,AR,South,20715,0,0
Caddo,Louisiana,22017,G2200170,1,LA,South,237848,0.420436581,0.199992761
Hamblen,Tennessee,47063,G4700630,0,TN,South,64499,0,0
Modoc,California,06049,G0600490,0,CA,West,8700,0,0
Rowan,North Carolina,37159,G3701590,2,NC,South,146875,1.361702128,0.647732809
Columbia,Pennsylvania,42037,G4200370,1,PA,North,64727,1.54495033,0.734900091
Rusk,Wisconsin,55107,G5501070,2,WI,Midwest,14188,14.09641951,6.705367659
Bourbon,Kentucky,21017,G2100170,0,KY,South,20252,0,0
Del Norte,California,06015,G0600150,1,CA,West,27743,3.60451285,1.714590281
Lee,North Carolina,37105,G3701050,2,NC,South,63285,3.16030655,1.503290769
Lancaster,Virginia,51103,G5101030,0,VA,South,10919,0,0
Chesterfield,South Carolina,45025,G4500250,1,SC,South,43273,2.310909805,1.099250761
Allegany,New York,36003,G3600030,1,NY,North,46456,2.152574479,1.023934006
Miller,Arkansas,05091,G0500910,0,AR,South,42600,0,0
Cherokee,Kansas,20021,G2000210,1,KS,Midwest,19362,5.164755707,2.456764703
Windham,Connecticut,09015,G0900150,3,CT,North,116418,2.576921095,1.225786687
Henderson,Kentucky,21101,G2101010,0,KY,South,44793,0,0
Culpeper,Virginia,51047,G5100470,2,VA,South,52552,3.805754301,1.810316569
Lee,South Carolina,45061,G4500610,0,SC,South,16531,0,0
Oktibbeha,Mississippi,28105,G2801050,2,MS,South,51788,3.861898509,1.837023178
Wythe,Virginia,51197,G5101970,0,VA,South,28290,0,0
York,South Carolina,45091,G4500910,3,SC,South,282090,1.063490375,0.505879806
Monroe,Michigan,26115,G2601150,6,MI,Midwest,154809,3.875743658,1.843609022
Monroe,Kentucky,21171,G2101710,0,KY,South,11338,0,0
Albany,New York,36001,G3600010,6,NY,North,314848,1.905681472,0.906492241
Kent,Delaware,10001,G1000010,5,DE,South,181851,2.749503715,1.307880577
Pulaski,Indiana,18131,G1801310,0,IN,Midwest,12514,0,0
Otero,Colorado,08089,G0800890,0,CO,Rockies,18690,0,0
Craig,Virginia,51045,G5100450,0,VA,South,4892,0,0
Roane,West Virginia,54087,G5400870,0,WV,South,14028,0,0
Johnson,Kentucky,21115,G2101150,2,KY,South,22680,8.818342152,4.194698252
Silver Bow,Montana,30093,G3000930,0,MT,Rockies,35133,0,0
Day,South Dakota,46037,G4600370,0,SD,Midwest,5449,0,0
Wayne,Illinois,17191,G1701910,0,IL,Midwest,16179,0,0
Green,Wisconsin,55045,G5500450,0,WI,Midwest,37093,0,0
Stark,North Dakota,38089,G3800890,1,ND,Midwest,33646,2.9721215,1.413775134
Utah,Utah,49049,G4900490,9,UT,Rockies,659399,1.364879231,0.64924409
Livingston,Louisiana,22063,G2200630,2,LA,South,142282,1.405659184,0.668642248
Kay,Oklahoma,40071,G4000710,2,OK,Southwest,43700,4.576659039,2.177019596
Barron,Wisconsin,55005,G5500050,2,WI,Midwest,46711,4.281646721,2.036688496
Shenandoah,Virginia,51171,G5101710,0,VA,South,44186,0,0
Mineral,West Virginia,54057,G5400570,0,WV,South,26938,0,0
Graves,Kentucky,21083,G2100830,0,KY,South,36649,0,0
Oneida,Wisconsin,55085,G5500850,2,WI,Midwest,37845,5.284713965,2.513826301
Atchison,Kansas,20005,G2000050,1,KS,Midwest,16348,6.116956203,2.909706274
Grayson,Virginia,51077,G5100770,0,VA,South,15333,0,0
Tishomingo,Mississippi,28141,G2801410,1,MS,South,18850,5.305039788,2.523494863
Hall,Texas,48191,G4801910,0,TX,Southwest,2825,0,0
Randolph,Illinois,17157,G1701570,0,IL,Midwest,30163,0,0
Colleton,South Carolina,45029,G4500290,0,SC,South,38604,0,0
Brooke,West Virginia,54009,G5400090,0,WV,South,22559,0,0
Washington,Arkansas,05143,G0501430,3,AR,South,245871,1.220152031,0.580400432
Tuscola,Michigan,26157,G2601570,3,MI,Midwest,53323,5.626090055,2.676211663
Ohio,Indiana,18115,G1801150,0,IN,Midwest,5940,0,0
Addison,Vermont,50001,G5000010,2,VT,North,37363,5.352889222,2.546255824
Pontotoc,Mississippi,28115,G2801150,3,MS,South,31184,9.620318112,4.576181199
Van Buren,Arkansas,05141,G0501410,0,AR,South,15796,0,0
Giles,Tennessee,47055,G4700550,0,TN,South,30346,0,0
Gibson,Tennessee,47053,G4700530,0,TN,South,50429,0,0
Alexander,Illinois,17003,G1700030,0,IL,Midwest,5240,0,0
Morgan,Colorado,08087,G0800870,0,CO,Rockies,29111,0,0
Athens,Ohio,39009,G3900090,1,OH,Midwest,62431,1.601768352,0.761927218
Dodge,Nebraska,31053,G3100530,0,NE,Midwest,37167,0,0
Bennington,Vermont,50003,G5000030,1,VT,North,37347,2.677591239,1.273673338
Carbon,Utah,49007,G4900070,0,UT,Rockies,20412,0,0
Carroll,Virginia,51035,G5100350,0,VA,South,29155,0,0
Pickens,Alabama,01107,G0101070,2,AL,South,19123,10.45861005,4.974938888
Antelope,Nebraska,31003,G3100030,0,NE,Midwest,6295,0,0
St James,Louisiana,22093,G2200930,1,LA,South,20192,4.952456418,2.355778436
Stone,Mississippi,28131,G2801310,0,MS,South,18333,0,0
Yamhill,Oregon,41071,G4100710,1,OR,West,107722,0.928315479,0.441579976
Knox,Indiana,18083,G1800830,0,IN,Midwest,36282,0,0
Geauga,Ohio,39055,G3900550,2,OH,Midwest,95397,2.096501986,0.997261511
Marion,Illinois,17121,G1701210,2,IL,Midwest,37729,5.300962125,2.521555205
Wabash,Indiana,18169,G1801690,0,IN,Midwest,30976,0,0
Armstrong,Pennsylvania,42005,G4200050,5,PA,North,65558,7.626834254,3.627923226
Tangipahoa,Louisiana,22105,G2201050,5,LA,South,133157,3.754965942,1.786157625
Jefferson,Wisconsin,55055,G5500550,0,WI,Midwest,84900,0,0
Cape Girardeau,Missouri,29031,G2900310,3,MO,Midwest,81710,3.671521234,1.746464748
Buchanan,Iowa,19019,G1900190,0,IA,Midwest,20565,0,0
Prince George,Virginia,51149,G5101490,2,VA,South,43010,4.650081376,2.211945044
Clearfield,Pennsylvania,42033,G4200330,2,PA,North,80562,2.482560016,1.180901124
Barnstable,Massachusetts,25001,G2500010,4,MA,North,228996,1.746755402,0.830894482
Anderson,Tennessee,47001,G4700010,3,TN,South,77123,3.889890175,1.85033822
Conecuh,Alabama,01035,G0100350,0,AL,South,11597,0,0
Sebastian,Arkansas,05131,G0501310,2,AR,South,127799,1.564957472,0.744417064
Madison,Indiana,18095,G1800950,4,IN,Midwest,130129,3.073872849,1.462176092
Elmore,Alabama,01051,G0100510,2,AL,South,87977,2.273321436,1.081370771
Bracken,Kentucky,21023,G2100230,0,KY,South,8400,0,0
Tolland,Connecticut,09013,G0900130,1,CT,North,149788,0.667610222,0.317568017
Fleming,Kentucky,21069,G2100690,1,KY,South,15082,6.630420369,3.153950283
Santa Rosa,Florida,12113,G1201130,3,FL,South,188000,1.595744681,0.759061886
Schenectady,New York,36093,G3600930,2,NY,North,158061,1.26533427,0.601892664
Blount,Tennessee,47009,G4700090,1,TN,South,135280,0.739207569,0.351625356
Ocean,New Jersey,34029,G3400290,8,NJ,North,637229,1.255435644,0.597184098
Hamilton,Illinois,17065,G1700650,0,IL,Midwest,7993,0,0
Logan,North Dakota,38047,G3800470,0,ND,Midwest,1876,0,0
Hot Spring,Arkansas,05059,G0500590,2,AR,South,33040,6.053268765,2.879411512
Marlboro,South Carolina,45069,G4500690,1,SC,South,26667,3.749953126,1.783773134
Todd,Minnesota,27153,G2701530,0,MN,Midwest,25262,0,0
Gratiot,Michigan,26057,G2600570,0,MI,Midwest,41761,0,0
Audrain,Missouri,29007,G2900070,0,MO,Midwest,24962,0,0
Christian,Illinois,17021,G1700210,1,IL,Midwest,34032,2.938410907,1.397739721
Jasper,Iowa,19099,G1900990,0,IA,Midwest,37813,0,0
Acadia,Louisiana,22001,G2200010,3,LA,South,57576,5.210504377,2.478526374
Skagit,Washington,53057,G5300570,3,WA,West,129523,2.316190947,1.101762888
Jefferson,Missouri,29099,G2900990,4,MO,Midwest,226739,1.764142913,0.839165352
Vermilion,Louisiana,22113,G2201130,1,LA,South,57359,1.743405568,0.829301037
Clark,Nevada,32003,G3200030,27,NV,Rockies,2265461,1.191810409,0.566918923
Clinton,New York,36019,G3600190,2,NY,North,79843,2.504915897,1.191535342
Lake,South Dakota,46079,G4600790,0,SD,Midwest,11059,0,0
Brazos,Texas,48041,G4800410,3,TX,Southwest,233849,1.282879123,0.610238378
Richmond,Virginia,51159,G5101590,0,VA,South,8923,0,0
Pecos,Texas,48371,G4803710,0,TX,Southwest,15193,0,0
Eddy,New Mexico,35015,G3500150,0,NM,Southwest,62314,0,0
Idaho,Idaho,16049,G1600490,0,ID,Rockies,16541,0,0
Grant,Kansas,20067,G2000670,0,KS,Midwest,7352,0,0
Daviess,Indiana,18027,G1800270,0,IN,Midwest,33381,0,0
Buchanan,Virginia,51027,G5100270,0,VA,South,20355,0,0
Fountain,Indiana,18045,G1800450,1,IN,Midwest,16479,6.068329389,2.886575531
Pulaski,Virginia,51155,G5101550,2,VA,South,33800,5.917159763,2.814667348
Newton,Missouri,29145,G2901450,3,MO,Midwest,58648,5.115263948,2.433222523
Bear Lake,Idaho,16007,G1600070,0,ID,Rockies,6372,0,0
Van Zandt,Texas,48467,G4804670,1,TX,Southwest,59541,1.679514956,0.798909628
Bedford,Pennsylvania,42009,G4200090,1,PA,North,47577,2.101855939,0.999808272
Brown,Ohio,39015,G3900150,1,OH,Midwest,43676,2.289586959,1.089107935
Jasper,Mississippi,28061,G2800610,0,MS,South,16367,0,0
Mississippi,Arkansas,05093,G0500930,0,AR,South,40685,0,0
Roanoke,Virginia,51161,G5101610,0,VA,South,96929,0,0
Mc Pherson,Kansas,20113,G2001130,0,KS,Midwest,30223,0,0
Nez Perce,Idaho,16069,G1600690,2,ID,Rockies,42090,4.751722499,2.26029357
Madison,Nebraska,31119,G3101190,0,NE,Midwest,35585,0,0
Washington,Missouri,29221,G2902210,0,MO,Midwest,23514,0,0
Delaware,New York,36025,G3600250,0,NY,North,44308,0,0
Logan,Illinois,17107,G1701070,2,IL,Midwest,27987,7.14617501,3.399283823
Caddo,Oklahoma,40015,G4000150,2,OK,Southwest,26945,7.422527371,3.530738777
Duplin,North Carolina,37061,G3700610,1,NC,South,48715,2.052755825,0.97645239
Dickinson,Michigan,26043,G2600430,1,MI,Midwest,25947,3.854010098,1.833270828
Montgomery,Kansas,20125,G2001250,1,KS,Midwest,31486,3.176014737,1.510762821
Anne Arundel,Maryland,24003,G2400030,12,MD,South,588261,2.039910856,0.970342311
Weber,Utah,49057,G4900570,3,UT,Rockies,262223,1.144064403,0.544207162
Mclean,Illinois,17113,G1701130,4,IL,Midwest,170954,2.339810709,1.112998308
Warren,Mississippi,28149,G2801490,1,MS,South,44722,2.236035955,1.063634859
Bibb,Alabama,01007,G0100070,1,AL,South,22293,4.485713004,2.133758497
Coosa,Alabama,01037,G0100370,0,AL,South,10387,0,0
Box Elder,Utah,49003,G4900030,1,UT,Rockies,57666,1.734124094,0.824886036
Scott,Arkansas,05127,G0501270,0,AR,South,9836,0,0
Dona Ana,New Mexico,35013,G3500130,8,NM,Southwest,219561,3.643634343,1.733199545
Escambia,Florida,12033,G1200330,10,FL,South,321905,3.106506578,1.477699264
Okmulgee,Oklahoma,40111,G4001110,2,OK,Southwest,36706,5.448700485,2.591831209
Cumberland,Pennsylvania,42041,G4200410,7,PA,North,259469,2.697817466,1.283294525
Jessamine,Kentucky,21113,G2101130,0,KY,South,52991,0,0
Olmsted,Minnesota,27109,G2701090,3,MN,Midwest,162847,1.842219998,0.876304964
Sumter,South Carolina,45085,G4500850,1,SC,South,105556,0.947364432,0.450641159
Frederick,Virginia,51069,G5100690,0,VA,South,91419,0,0
Miami,Indiana,18103,G1801030,1,IN,Midwest,35962,2.780712975,1.32272616
Jefferson,Indiana,18077,G1800770,1,IN,Midwest,33147,3.016864271,1.435058321
Pope,Minnesota,27121,G2701210,0,MN,Midwest,11308,0,0
Frederick,Maryland,24021,G2400210,7,MD,South,271717,2.576209807,1.225448342
Sabine,Louisiana,22085,G2200850,1,LA,South,22155,4.513653803,2.147049342
Franklin,Kansas,20059,G2000590,2,KS,Midwest,25996,7.693491306,3.659630572
Kewaunee,Wisconsin,55061,G5500610,2,WI,Midwest,20563,9.726207265,4.626550423
Liberty,Montana,30051,G3000510,0,MT,Rockies,1959,0,0
Geneva,Alabama,01061,G0100610,0,AL,South,26659,0,0
Prince Edward,Virginia,51147,G5101470,0,VA,South,21849,0,0
Daviess,Kentucky,21059,G2100590,7,KY,South,103312,6.77559238,3.223005529
Union,Kentucky,21225,G2102250,1,KY,South,13668,7.31635938,3.480236916
Wabash,Illinois,17185,G1701850,1,IL,Midwest,11361,8.802042074,4.18694465
Ascension,Louisiana,22005,G2200050,1,LA,South,126500,0.790513834,0.376030657
Stearns,Minnesota,27145,G2701450,1,MN,Midwest,158292,0.631743866,0.300507152
Wayne,Indiana,18177,G1801770,3,IN,Midwest,66553,4.507685604,2.144210397
Edgecombe,North Carolina,37065,G3700650,2,NC,South,48900,4.08997955,1.94551649
Barton,Missouri,29011,G2900110,0,MO,Midwest,11637,0,0
Ross,Ohio,39141,G3901410,2,OH,Midwest,77093,2.594269259,1.234038841
Kootenai,Idaho,16055,G1600550,1,ID,Rockies,171362,0.583559949,0.277587086
Jefferson,West Virginia,54037,G5400370,0,WV,South,57701,0,0
Douglas,Minnesota,27041,G2700410,1,MN,Midwest,39006,2.563708147,1.219501568
Minnehaha,South Dakota,46099,G4600990,4,SD,Midwest,197214,2.028253572,0.964797188
Camden,Missouri,29029,G2900290,1,MO,Midwest,42745,2.339454907,1.11282906
Texas,Missouri,29215,G2902150,2,MO,Midwest,24487,8.167599134,3.885153606
Macon,North Carolina,37113,G3701130,1,NC,South,37014,2.701680445,1.285132063
Montgomery,Illinois,17135,G1701350,1,IL,Midwest,28288,3.535067873,1.681556779
Coos,New Hampshire,33007,G3300070,2,NH,North,31268,6.396315722,3.04259167
Jay,Indiana,18075,G1800750,1,IN,Midwest,20478,4.883289384,2.322877145
Richland,Montana,30083,G3000830,1,MT,Rockies,11491,8.702462797,4.139576901
Nicholas,Kentucky,21181,G2101810,0,KY,South,7537,0,0
Marion,South Carolina,45067,G4500670,2,SC,South,29183,6.853305006,3.259971776
Wayne,Mississippi,28153,G2801530,1,MS,South,19779,5.055867334,2.404968814
Warren,North Carolina,37185,G3701850,0,NC,South,18642,0,0
